时间(s),实际响应温度(℃),真实仿真温度(℃),阀门开度(%),误差(℃)
9.620000000000000000e+02,4.003083749110023177e+02,4.047200858155842980e+02,3.610752049175851397e+01,-3.083749110023177309e-01
9.630000000000000000e+02,4.000740205253862314e+02,4.044981403598579845e+02,3.551062759561339988e+01,-7.402052538623138389e-02
9.640000000000000000e+02,4.001339017659401520e+02,4.047966860776604108e+02,3.659576622807959723e+01,-1.339017659401520177e-01
9.650000000000000000e+02,4.001253251421001664e+02,4.041597544380306886e+02,3.625244455065064386e+01,-1.253251421001664312e-01
9.660000000000000000e+02,4.003989323486039211e+02,4.044286126983013219e+02,3.625770641034641528e+01,-3.989323486039211275e-01
9.670000000000000000e+02,4.001378478267515106e+02,4.047289119526903960e+02,3.503211902742573614e+01,-1.378478267515106381e-01
9.680000000000000000e+02,4.003456659838581118e+02,4.046257249553942756e+02,3.627342232041846160e+01,-3.456659838581117583e-01
9.690000000000000000e+02,3.999757494482362290e+02,4.044331631807517056e+02,3.529589290935369661e+01,2.425055176377099997e-02
9.700000000000000000e+02,4.001686042208571621e+02,4.048935381048095223e+02,3.695236378759794604e+01,-1.686042208571620904e-01
9.710000000000000000e+02,4.004172143546431357e+02,4.043102502698245075e+02,3.594863326532150438e+01,-4.172143546431357208e-01
9.720000000000000000e+02,4.003426369815503563e+02,4.041699905113326849e+02,3.484447782592231846e+01,-3.426369815503562677e-01
9.730000000000000000e+02,3.994700644224908501e+02,4.045577031799790007e+02,3.526735572527375240e+01,5.299355775091498799e-01
9.740000000000000000e+02,3.999053460622003513e+02,4.049575707737762400e+02,3.908543416764486977e+01,9.465393779964870191e-02
9.750000000000000000e+02,4.002243753080407487e+02,4.043662821723201546e+02,3.676227921148483091e+01,-2.243753080407486777e-01
9.760000000000000000e+02,3.999822565855344578e+02,4.044607122920390339e+02,3.530677948840779834e+01,1.774341446554217328e-02
9.770000000000000000e+02,3.999039490941204349e+02,4.050722544476879534e+02,3.647486137039506815e+01,9.605090587956510717e-02
9.780000000000000000e+02,4.004227697737181870e+02,4.044550005712381449e+02,3.676846736718352560e+01,-4.227697737181870252e-01
9.790000000000000000e+02,3.996033098164946864e+02,4.042278840789466585e+02,3.443612003459342219e+01,3.966901835053135983e-01
9.800000000000000000e+02,4.001439269137972587e+02,4.042990330539716979e+02,3.821345491103178205e+01,-1.439269137972587487e-01
9.810000000000000000e+02,3.997638617471575913e+02,4.043091786085510080e+02,3.558652613771320006e+01,2.361382528424087468e-01
9.820000000000000000e+02,3.999351758468665707e+02,4.049103995016242266e+02,3.733250147302861421e+01,6.482415313342926311e-02
9.830000000000000000e+02,4.004195568332539210e+02,4.043425882363781056e+02,3.645861091489298644e+01,-4.195568332539210132e-01
9.840000000000000000e+02,3.996067496148626219e+02,4.045135194957295539e+02,3.435087575416551431e+01,3.932503851373780890e-01
9.850000000000000000e+02,4.000980496350285307e+02,4.043956797420993894e+02,3.813335766295211471e+01,-9.804963502853070167e-02
9.860000000000000000e+02,4.002688031489122977e+02,4.049611918663052847e+02,3.574869969080992149e+01,-2.688031489122977291e-01
9.870000000000000000e+02,3.991969583742703662e+02,4.046977303945357676e+02,3.508833841614571014e+01,8.030416257296337790e-01
9.880000000000000000e+02,3.996552166315283898e+02,4.046162282392312477e+02,3.989807205157825365e+01,3.447833684716101743e-01
9.890000000000000000e+02,3.999952088389558185e+02,4.043840765734338447e+02,3.746827551821289859e+01,4.791161044181535544e-03
9.900000000000000000e+02,3.997114116164071334e+02,4.044245272269292286e+02,3.594024648267266997e+01,2.885883835928666485e-01
9.910000000000000000e+02,3.997761582524179858e+02,4.046741508020133438e+02,3.732463971204236941e+01,2.238417475820142499e-01
9.920000000000000000e+02,3.995374024430912527e+02,4.049240948359253593e+02,3.700907875219118637e+01,4.625975569087472650e-01
9.930000000000000000e+02,3.998252673058680102e+02,4.042312123916984206e+02,3.807093000182330655e+01,1.747326941319897742e-01
9.940000000000000000e+02,3.999383251967038291e+02,4.044794076822217903e+02,3.672582288373167358e+01,6.167480329617092139e-02
9.950000000000000000e+02,4.002516326097781985e+02,4.042593555569533805e+02,3.632916598195043889e+01,-2.516326097781984572e-01
9.960000000000000000e+02,4.000485818577636223e+02,4.040351799272781932e+02,3.509279305820163586e+01,-4.858185776362233810e-02
9.970000000000000000e+02,3.995294503269930146e+02,4.049554742320613059e+02,3.622222421564912054e+01,4.705496730069853584e-01
9.980000000000000000e+02,3.999459497989118404e+02,4.042018951129722382e+02,3.854753346129909630e+01,5.405020108815961066e-02
9.990000000000000000e+02,3.996247448407081038e+02,4.047708667415317905e+02,3.652321370354094654e+01,3.752551592918962342e-01
1.000000000000000000e+03,3.999902856443969199e+02,4.044452834096019842e+02,3.799926090831733916e+01,9.714355603080093715e-03
1.001000000000000000e+03,4.002256120569117002e+02,4.044841260839158963e+02,3.630648417683180185e+01,-2.256120569117001651e-01
1.002000000000000000e+03,4.001252533487522669e+02,4.041258699858748855e+02,3.540382565479440302e+01,-1.252533487522669020e-01
1.003000000000000000e+03,3.996415708297358833e+02,4.045658698744290973e+02,3.604129316693367713e+01,3.584291702641166921e-01
1.004000000000000000e+03,3.995301097790608083e+02,4.046234619285158942e+02,3.823162431274330686e+01,4.698902209391917495e-01
1.005000000000000000e+03,3.996612236628368464e+02,4.044109145761897821e+02,3.853647173670965032e+01,3.387763371631535847e-01
1.006000000000000000e+03,4.001348687570021525e+02,4.042640403537041038e+02,3.780066569651195607e+01,-1.348687570021525062e-01
1.007000000000000000e+03,3.993202533810139130e+02,4.039646137455317785e+02,3.570495348676173819e+01,6.797466189860870145e-01
1.008000000000000000e+03,3.999612503016557525e+02,4.046916602944708075e+02,3.947819587044359935e+01,3.874969834424746296e-02
1.009000000000000000e+03,3.999630538622669178e+02,4.044068838589221286e+02,3.644088203734369813e+01,3.694613773308219606e-02
1.010000000000000000e+03,3.995483170174599650e+02,4.041207886324405649e+02,3.660206052237058572e+01,4.516829825400350273e-01
1.011000000000000000e+03,4.004064925082129776e+02,4.044973612941642500e+02,3.853124699783124640e+01,-4.064925082129775546e-01
1.012000000000000000e+03,4.001227234334460832e+02,4.043018832560424585e+02,3.467660789557267265e+01,-1.227234334460831633e-01
1.013000000000000000e+03,4.004132253943259911e+02,4.045246182085339228e+02,3.626765165078129627e+01,-4.132253943259911466e-01
1.014000000000000000e+03,4.003841184366737593e+02,4.043109289322037512e+02,3.509396337681774014e+01,-3.841184366737593336e-01
1.015000000000000000e+03,4.001039968323655671e+02,4.040124874385886073e+02,3.541998314304089490e+01,-1.039968323655671156e-01
1.016000000000000000e+03,3.999925525369581010e+02,4.044165517506010019e+02,3.674800759680866236e+01,7.447463041899027303e-03
1.017000000000000000e+03,3.998268910110948013e+02,4.045188753872284337e+02,3.715657429317850102e+01,1.731089889051986574e-01
1.018000000000000000e+03,4.003256118437609530e+02,4.038859113922750907e+02,3.776645192961426289e+01,-3.256118437609529792e-01
1.019000000000000000e+03,3.998190619914417994e+02,4.039410618695899871e+02,3.543407149891541508e+01,1.809380085582006359e-01
1.020000000000000000e+03,4.002130019810029466e+02,4.042644231560765888e+02,3.777958450086074293e+01,-2.130019810029466498e-01
1.021000000000000000e+03,3.996841799573081175e+02,4.045766211276705349e+02,3.589968638722053385e+01,3.158200426918824633e-01
1.022000000000000000e+03,3.997381347497497472e+02,4.041233561655777748e+02,3.828924153951820131e+01,2.618652502502527568e-01
1.023000000000000000e+03,3.999035600946968430e+02,4.040493211200626433e+02,3.784890818683551572e+01,9.643990530315704746e-02
1.024000000000000000e+03,3.995869181149499241e+02,4.042769439256301212e+02,3.702431054770586627e+01,4.130818850500759254e-01
1.025000000000000000e+03,3.993131753537118129e+02,4.041839905250790252e+02,3.842387265234213345e+01,6.868246462881870684e-01
1.026000000000000000e+03,3.994795346251129331e+02,4.047051612034933896e+02,3.948284635781739382e+01,5.204653748870669006e-01
1.027000000000000000e+03,3.998242202855605569e+02,4.041944426729707516e+02,3.855044476201787518e+01,1.757797144394430688e-01
1.028000000000000000e+03,4.001881138986615838e+02,4.043309885627186304e+02,3.701369335124550730e+01,-1.881138986615837894e-01
1.029000000000000000e+03,4.004973298668671191e+02,4.046201024710294405e+02,3.559259581913312331e+01,-4.973298668671191081e-01
1.030000000000000000e+03,4.005106127874554431e+02,4.043692294952110728e+02,3.454311830418073725e+01,-5.106127874554431401e-01
1.031000000000000000e+03,4.001031376976230263e+02,4.040297884690370438e+02,3.483442076243971286e+01,-1.031376976230262699e-01
1.032000000000000000e+03,4.004172970560129556e+02,4.042792113555578339e+02,3.683934602594708707e+01,-4.172970560129556361e-01
1.033000000000000000e+03,3.998931978898104944e+02,4.048743537781195982e+02,3.541050982015280368e+01,1.068021101895055835e-01
1.034000000000000000e+03,3.996630983485450770e+02,4.045055461117504478e+02,3.780053382989741806e+01,3.369016514549230124e-01
1.035000000000000000e+03,3.998394034626852545e+02,4.043781546747090374e+02,3.860644229738952760e+01,1.605965373147455466e-01
1.036000000000000000e+03,3.998152433840090794e+02,4.045833611843873427e+02,3.759385934405849383e+01,1.847566159909206362e-01
1.037000000000000000e+03,4.000977235238730145e+02,4.043463299413903087e+02,3.762844838690338634e+01,-9.772352387301452836e-02
1.038000000000000000e+03,3.996476661351546227e+02,4.045447011405758531e+02,3.634296948425568274e+01,3.523338648453773203e-01
1.039000000000000000e+03,4.003581083117749131e+02,4.045758172899261922e+02,3.841162968239214592e+01,-3.581083117749130906e-01
1.040000000000000000e+03,3.997291198550512377e+02,4.046231209297583860e+02,3.516786936480586689e+01,2.708801449487623358e-01
1.041000000000000000e+03,3.997703916307621625e+02,4.043854424610398155e+02,3.816528844418042610e+01,2.296083692378374508e-01
1.042000000000000000e+03,4.002940603107320499e+02,4.041472390380388333e+02,3.784534192738384206e+01,-2.940603107320498566e-01
1.043000000000000000e+03,3.998617842884061133e+02,4.044218617650479928e+02,3.549624990360375421e+01,1.382157115938866809e-01
1.044000000000000000e+03,3.998945174938197056e+02,4.044695808565651305e+02,3.759692054321809707e+01,1.054825061802944219e-01
1.045000000000000000e+03,3.991959040486312915e+02,4.041117325787028562e+02,3.738429265989167760e+01,8.040959513687084836e-01
1.046000000000000000e+03,4.002225412111631613e+02,4.043803470611014177e+02,4.040326816881619010e+01,-2.225412111631612788e-01
1.047000000000000000e+03,4.003967460133024474e+02,4.044274214972995765e+02,3.557725319406704756e+01,-3.967460133024474089e-01
1.048000000000000000e+03,3.999920547081641757e+02,4.043608406826240866e+02,3.510263701924780122e+01,7.945291835824264126e-03
1.049000000000000000e+03,3.993717833703653923e+02,4.048617770368832680e+02,3.714018974625820846e+01,6.282166296346076706e-01
1.050000000000000000e+03,4.004458296784660547e+02,4.044058855150214526e+02,3.982326052804494765e+01,-4.458296784660547019e-01
1.051000000000000000e+03,3.998602067058046146e+02,4.041875613862312662e+02,3.482775596271727636e+01,1.397932941953854424e-01
1.052000000000000000e+03,4.000156926003078297e+02,4.046481029571057206e+02,3.770684725285491368e+01,-1.569260030782970716e-02
1.053000000000000000e+03,3.996754697567645849e+02,4.044224833496917881e+02,3.695533090533835718e+01,3.245302432354151279e-01
1.054000000000000000e+03,4.002133050882807765e+02,4.048877923951797015e+02,3.846822924539645783e+01,-2.133050882807765447e-01
1.055000000000000000e+03,3.998685094495465364e+02,4.046695470277057893e+02,3.597971293234110846e+01,1.314905504534635838e-01
1.056000000000000000e+03,4.003226233760896662e+02,4.044521364796089529e+02,3.765571322273595456e+01,-3.226233760896661806e-01
1.057000000000000000e+03,4.002347185541839849e+02,4.047144592529375018e+02,3.562130114223658239e+01,-2.347185541839849066e-01
1.058000000000000000e+03,4.001795054375161840e+02,4.047937164886781147e+02,3.619065141316342249e+01,-1.795054375161839744e-01
1.059000000000000000e+03,3.999392406298416631e+02,4.045069367403280580e+02,3.650479784188586763e+01,6.075937015833687838e-02
1.060000000000000000e+03,4.003991056725208182e+02,4.043876897034148215e+02,3.756658395538600814e+01,-3.991056725208181888e-01
1.061000000000000000e+03,4.000215258916363155e+02,4.047843023578214456e+02,3.544794774084191857e+01,-2.152589163631546398e-02
1.062000000000000000e+03,4.004256686146495099e+02,4.048848026544686718e+02,3.723843226372544279e+01,-4.256686146495098910e-01
1.063000000000000000e+03,4.000563958973367562e+02,4.047321714274932560e+02,3.537781525035432395e+01,-5.639589733675620664e-02
1.064000000000000000e+03,4.001293881039628673e+02,4.045593657588723886e+02,3.711212589913697002e+01,-1.293881039628672625e-01
1.065000000000000000e+03,3.998035256406943745e+02,4.046623013669881743e+02,3.668413672685684901e+01,1.964743593056255122e-01
1.066000000000000000e+03,4.003297036297897762e+02,4.046451909008349617e+02,3.806059996843197979e+01,-3.297036297897761870e-01
1.067000000000000000e+03,4.002642783959425969e+02,4.043078956840018918e+02,3.557299414026209661e+01,-2.642783959425969442e-01
1.068000000000000000e+03,4.004538030174225014e+02,4.046572661438793261e+02,3.598461493536939315e+01,-4.538030174225013980e-01
1.069000000000000000e+03,4.002251222395456125e+02,4.044340757605836529e+02,3.520039546605056557e+01,-2.251222395456125014e-01
1.070000000000000000e+03,4.000216144968960634e+02,4.051246047073805130e+02,3.630605872506077958e+01,-2.161449689606342872e-02
1.071000000000000000e+03,3.996418775449762961e+02,4.048457701563054343e+02,3.713893815053814507e+01,3.581224550237038784e-01
1.072000000000000000e+03,4.001814956256608298e+02,4.047385305069999504e+02,3.864849004542943334e+01,-1.814956256608297736e-01
1.073000000000000000e+03,3.998709001173675688e+02,4.043680813753121015e+02,3.601000071986216966e+01,1.290998826324312176e-01
1.074000000000000000e+03,4.004369613506711403e+02,4.046517661364996457e+02,3.743972531459170483e+01,-4.369613506711402806e-01
1.075000000000000000e+03,4.000931055938497138e+02,4.043815153015113424e+02,3.486708976755296163e+01,-9.310559384971384134e-02
1.076000000000000000e+03,3.998736611334921349e+02,4.043891960128576102e+02,3.657098462826545671e+01,1.263388665078650774e-01
1.077000000000000000e+03,4.001822918520062444e+02,4.039320661957218022e+02,3.748599689589482153e+01,-1.822918520062444259e-01
1.078000000000000000e+03,4.002433650461265415e+02,4.045234403316550242e+02,3.600145328422807722e+01,-2.433650461265415288e-01
1.079000000000000000e+03,3.996854801657611915e+02,4.042230333646650706e+02,3.579199656468721003e+01,3.145198342388084711e-01
1.080000000000000000e+03,3.997244904590174883e+02,4.044134210294250238e+02,3.828524365189095846e+01,2.755095409825116803e-01
1.081000000000000000e+03,4.005490906545049370e+02,4.050354707558323639e+02,3.787860996460077700e+01,-5.490906545049369925e-01
1.082000000000000000e+03,3.997674390157852145e+02,4.041061777150576404e+02,3.415077029829872401e+01,2.325609842147855488e-01
1.083000000000000000e+03,3.999215625940487939e+02,4.043889003280213501e+02,3.787474794735653916e+01,7.843740595120607395e-02
1.084000000000000000e+03,4.000812026695783743e+02,4.038754315126795973e+02,3.702341947122491916e+01,-8.120266957837429800e-02
1.085000000000000000e+03,4.000370186713641942e+02,4.044900649060784872e+02,3.628644663816837124e+01,-3.701867136419423332e-02
1.086000000000000000e+03,4.000196106148065383e+02,4.049350244205469949e+02,3.653070751436841590e+01,-1.961061480653825129e-02
1.087000000000000000e+03,4.001259810363740712e+02,4.042365675211555640e+02,3.661782977753036050e+01,-1.259810363740712091e-01
1.088000000000000000e+03,4.000683033276165474e+02,4.042288926977676056e+02,3.615187342278220939e+01,-6.830332761654744900e-02
1.089000000000000000e+03,4.005166944100061528e+02,4.045058136105576523e+02,3.645206082773482592e+01,-5.166944100061527934e-01
1.090000000000000000e+03,3.998725805663326014e+02,4.042970623950096751e+02,3.449777037087263665e+01,1.274194336673986072e-01
1.091000000000000000e+03,3.998052475550822464e+02,4.041971467754145806e+02,3.751900664232657334e+01,1.947524449177535644e-01
1.092000000000000000e+03,4.002125450797669259e+02,4.044998708320086394e+02,3.762864159216217530e+01,-2.125450797669259373e-01
1.093000000000000000e+03,3.996791901090638248e+02,4.046127081786229951e+02,3.569747986657046113e+01,3.208098909361751794e-01
1.094000000000000000e+03,3.999672581549369852e+02,4.044693000282520075e+02,3.811872628534167262e+01,3.274184506301480724e-02
1.095000000000000000e+03,4.001422608817558739e+02,4.045642426105207505e+02,3.666385856808177124e+01,-1.422608817558739247e-01
1.096000000000000000e+03,4.000577387074546891e+02,4.050808643267004641e+02,3.591459856327696798e+01,-5.773870745468911991e-02
1.097000000000000000e+03,3.994286838927600343e+02,4.048346130356057415e+02,3.637833630991619316e+01,5.713161072399657314e-01
1.098000000000000000e+03,3.998923239070471141e+02,4.046446414660436517e+02,3.914058869572455990e+01,1.076760929528859378e-01
1.099000000000000000e+03,4.000972150628761597e+02,4.044475122416574209e+02,3.682786212616640142e+01,-9.721506287615966357e-02
1.100000000000000000e+03,3.998665379439999583e+02,4.043727083521021655e+02,3.597935197986594602e+01,1.334620560000416845e-01
1.101000000000000000e+03,4.002271053870531432e+02,4.044337147562252426e+02,3.711981904316586167e+01,-2.271053870531432040e-01
1.102000000000000000e+03,4.000148096066794210e+02,4.046551693273285650e+02,3.552678449098232960e+01,-1.480960667942099462e-02
1.103000000000000000e+03,4.001764461843771983e+02,4.047868230223094201e+02,3.661706021896132768e+01,-1.764461843771982785e-01
1.104000000000000000e+03,4.003891616487127862e+02,4.043415204302869483e+02,3.591528516290926376e+01,-3.891616487127862456e-01
1.105000000000000000e+03,4.000722833182149998e+02,4.041531107901392943e+02,3.506694852950818131e+01,-7.228331821499978105e-02
1.106000000000000000e+03,3.999835740607625780e+02,4.044174494530400352e+02,3.659816489262746586e+01,1.642593923742197148e-02
1.107000000000000000e+03,4.003412299328556401e+02,4.050090201001008836e+02,3.691976481536164556e+01,-3.412299328556400724e-01
1.108000000000000000e+03,4.001601801756644363e+02,4.044322732559035671e+02,3.526886948209145345e+01,-1.601801756644363195e-01
1.109000000000000000e+03,3.996982455429063634e+02,4.045204481614210295e+02,3.616683352852547984e+01,3.017544570936365744e-01
1.110000000000000000e+03,4.000211368039146009e+02,4.050548966186302664e+02,3.815441013793153502e+01,-2.113680391460093233e-02
1.111000000000000000e+03,3.999088084755633190e+02,4.043108559937656423e+02,3.649881727648617868e+01,9.119152443668099295e-02
1.112000000000000000e+03,3.995436583917098687e+02,4.041967526031456259e+02,3.698395999486586305e+01,4.563416082901312620e-01
1.113000000000000000e+03,3.997644490122990533e+02,4.046682277729213979e+02,3.851782759262555800e+01,2.355509877009467345e-01
1.114000000000000000e+03,4.002345555155085890e+02,4.044657869222952513e+02,3.734306694295716511e+01,-2.345555155085889965e-01
1.115000000000000000e+03,3.999150107354769261e+02,4.048417146552031340e+02,3.527169966214814423e+01,8.498926452307387081e-02
1.116000000000000000e+03,4.004171552008060075e+02,4.048856997937988353e+02,3.688632498759021416e+01,-4.171552008060075423e-01
1.117000000000000000e+03,4.000181339567510008e+02,4.043453819129430826e+02,3.468778086382907588e+01,-1.813395675100082372e-02
1.118000000000000000e+03,3.998545215733134341e+02,4.044129793352723823e+02,3.666626839945458016e+01,1.454784266865658537e-01
1.119000000000000000e+03,4.003017068053691787e+02,4.044348417587144127e+02,3.733608416924625573e+01,-3.017068053691787100e-01
1.120000000000000000e+03,3.998519705657789700e+02,4.044331744273595746e+02,3.527643605877451449e+01,1.480294342210299874e-01
1.121000000000000000e+03,4.002064277850911935e+02,4.038371803101191517e+02,3.738184909000703726e+01,-2.064277850911935275e-01
1.122000000000000000e+03,3.997727830530635060e+02,4.041812821753936191e+02,3.570780870894164138e+01,2.272169469364939687e-01
1.123000000000000000e+03,4.000647854160014845e+02,4.044353237676666026e+02,3.768552731840962622e+01,-6.478541600148446378e-02
1.124000000000000000e+03,3.994206315303346173e+02,4.046845269550868807e+02,3.625555587602556784e+01,5.793684696653826904e-01
1.125000000000000000e+03,3.999736418972969432e+02,4.043830897701740810e+02,3.910488389907190765e+01,2.635810270305682934e-02
1.126000000000000000e+03,4.000533436700845300e+02,4.045351930646864957e+02,3.640980013562420226e+01,-5.334367008453000381e-02
1.127000000000000000e+03,3.999666099589076680e+02,4.047544674953476829e+02,3.615554064886599406e+01,3.339004109233201234e-02
1.128000000000000000e+03,4.005428927233963350e+02,4.043598117791245841e+02,3.663846622249658935e+01,-5.428927233963349863e-01
1.129000000000000000e+03,3.997590117968361483e+02,4.042019200252269684e+02,3.415512861979118497e+01,2.409882031638517219e-01
1.130000000000000000e+03,4.000292798336762417e+02,4.047058026072170946e+02,3.787180782758259312e+01,-2.927983367624165112e-02
1.131000000000000000e+03,4.000330115309035364e+02,4.042704341800299517e+02,3.650138962205311799e+01,-3.301153090353636799e-02
1.132000000000000000e+03,4.001124920194624792e+02,4.043209747605045550e+02,3.649148924084575896e+01,-1.124920194624792202e-01
1.133000000000000000e+03,3.997673463412562569e+02,4.042380118869707530e+02,3.614988573545677752e+01,2.326536587437431081e-01
1.134000000000000000e+03,3.999397650770824271e+02,4.048611277394097101e+02,3.769487135392424193e+01,6.023492291757293060e-02
1.135000000000000000e+03,4.002408670423889703e+02,4.042498595743305145e+02,3.680025196646644048e+01,-2.408670423889702761e-01
1.136000000000000000e+03,3.994212921572504911e+02,4.039761151441384186e+02,3.548084144646314542e+01,5.787078427495089272e-01
1.137000000000000000e+03,3.996688352189760280e+02,4.044135406924249878e+02,3.919698695660902388e+01,3.311647810239719547e-01
1.138000000000000000e+03,3.999139143555529472e+02,4.044228468362682065e+02,3.781283712268731989e+01,8.608564444705280039e-02
1.139000000000000000e+03,4.001217855091635442e+02,4.041419236435432367e+02,3.667604913758557217e+01,-1.217855091635442477e-01
1.140000000000000000e+03,4.001696920313858641e+02,4.047466251829048360e+02,3.585474266712443381e+01,-1.696920313858640839e-01
1.141000000000000000e+03,4.003559183237180719e+02,4.048503927703638396e+02,3.580918852049370571e+01,-3.559183237180718606e-01
1.142000000000000000e+03,3.999090979345577921e+02,4.044937493106287434e+02,3.512909138961065736e+01,9.090206544220791329e-02
1.143000000000000000e+03,3.998703065372902188e+02,4.048534805119954285e+02,3.725134629835832101e+01,1.296934627097812154e-01
1.144000000000000000e+03,3.999263529797198657e+02,4.044707132867065411e+02,3.731149480255100315e+01,7.364702028013425661e-02
1.145000000000000000e+03,3.998675958177280449e+02,4.042149237784405500e+02,3.697631160932788674e+01,1.324041822719550510e-01
1.146000000000000000e+03,3.999890451360957400e+02,4.043288429701802329e+02,3.720171999566021270e+01,1.095486390426003709e-02
1.147000000000000000e+03,3.995026276249060402e+02,4.043628948851365976e+02,3.662575196137822076e+01,4.973723750939598176e-01
1.148000000000000000e+03,3.991561338585059957e+02,4.043097408408338538e+02,3.877836387512254390e+01,8.438661414940042960e-01
1.149000000000000000e+03,4.003120850306116267e+02,4.043718167897332592e+02,4.007803926818991869e+01,-3.120850306116267348e-01
1.150000000000000000e+03,3.999340412600432728e+02,4.048322903546421685e+02,3.474634960550585561e+01,6.595873995672718593e-02
1.151000000000000000e+03,3.999698760552793146e+02,4.045516218622531142e+02,3.678416650073979355e+01,3.012394472068535833e-02
1.152000000000000000e+03,3.999422987597419592e+02,4.041862849246496694e+02,3.670478739972516991e+01,5.770124025804079793e-02
1.153000000000000000e+03,3.999121062854904949e+02,4.049580262998964599e+02,3.689903273459533750e+01,8.789371450950511644e-02
1.154000000000000000e+03,4.000536285136939227e+02,4.042197837831248535e+02,3.707058341796390266e+01,-5.362851369392274137e-02
1.155000000000000000e+03,3.997460002109434640e+02,4.045590253070598123e+02,3.646958619904899024e+01,2.539997890565359739e-01
1.156000000000000000e+03,4.000775505995931667e+02,4.044867374903711834e+02,3.789406123576819851e+01,-7.755059959316668028e-02
1.157000000000000000e+03,3.994716294541151456e+02,4.046252708100581685e+02,3.635647387395107444e+01,5.283705458848544367e-01
1.158000000000000000e+03,4.000835353900534983e+02,4.044417992127284833e+02,3.910469820996254953e+01,-8.353539005349830404e-02
1.159000000000000000e+03,3.998315520174835456e+02,4.047579653535290163e+02,3.621654542885789141e+01,1.684479825164544309e-01
1.160000000000000000e+03,3.994788559059053341e+02,4.045915426352432860e+02,3.747902539548208978e+01,5.211440940946658884e-01
1.161000000000000000e+03,3.999100828988804324e+02,4.045081366193844588e+02,3.900655459506572242e+01,8.991710111956763285e-02
1.162000000000000000e+03,3.998462654884473295e+02,4.044903875778630322e+02,3.695735085162353073e+01,1.537345115526704831e-01
1.163000000000000000e+03,3.995877732935296649e+02,4.048336474957376936e+02,3.734809369402219659e+01,4.122267064703351025e-01
1.164000000000000000e+03,3.999470941655443426e+02,4.047103833314602639e+02,3.852725092204975255e+01,5.290583445565744114e-02
1.165000000000000000e+03,4.001381488824964094e+02,4.040735600697118457e+02,3.687982030433796155e+01,-1.381488824964094420e-01
1.166000000000000000e+03,4.004437452359096596e+02,4.046606317992186632e+02,3.618162590388326549e+01,-4.437452359096596410e-01
1.167000000000000000e+03,3.999302554361646571e+02,4.043510378959619516e+02,3.503782454507197741e+01,6.974456383534288761e-02
1.168000000000000000e+03,3.998918753550585166e+02,4.046069354030938712e+02,3.754928318983208868e+01,1.081246449414834387e-01
1.169000000000000000e+03,4.000408133201647161e+02,4.040456194023236662e+02,3.764058922258266193e+01,-4.081332016471606039e-02
1.170000000000000000e+03,3.999072095229300885e+02,4.041477920686365337e+02,3.692270890307251108e+01,9.279047706991150335e-02
1.171000000000000000e+03,4.000671917783585627e+02,4.043639011921661677e+02,3.753373712493688430e+01,-6.719177835856271486e-02
1.172000000000000000e+03,4.002971174190947181e+02,4.043792094421855268e+02,3.679011731615558745e+01,-2.971174190947181160e-01
1.173000000000000000e+03,4.001405135646080566e+02,4.046364246554330748e+02,3.583647474196411764e+01,-1.405135646080566403e-01
1.174000000000000000e+03,4.005224166549289180e+02,4.046427155329486709e+02,3.666092373560449147e+01,-5.224166549289179784e-01
1.175000000000000000e+03,3.999826169051978582e+02,4.047392043324207975e+02,3.500629080070653742e+01,1.738309480214184077e-02
1.176000000000000000e+03,4.002302173713034108e+02,4.044809156812822835e+02,3.754433682311234577e+01,-2.302173713034108005e-01
1.177000000000000000e+03,3.997631598249606668e+02,4.042188478418113391e+02,3.631088747861761590e+01,2.368401750393331895e-01
1.178000000000000000e+03,3.996682660456996246e+02,4.044730928175298459e+02,3.835930227647361335e+01,3.317339543003754443e-01
1.179000000000000000e+03,3.994229568942558899e+02,4.043111855297760826e+02,3.854655983720537904e+01,5.770431057441101075e-01
1.180000000000000000e+03,4.002955308300033721e+02,4.044748879813369058e+02,3.942266080350536583e+01,-2.955308300033721025e-01
1.181000000000000000e+03,3.999941293805197233e+02,4.048992051129318952e+02,3.537994529848868552e+01,5.870619480276673130e-03
1.182000000000000000e+03,3.996923020231852774e+02,4.049043056668909912e+02,3.697274531137216513e+01,3.076979768147225514e-01
1.183000000000000000e+03,3.998780362983165446e+02,4.046923683028351775e+02,3.832554946341771540e+01,1.219637016834553833e-01
1.184000000000000000e+03,3.999797703251952044e+02,4.046056482047493432e+02,3.739672873275140574e+01,2.022967480479564983e-02
1.185000000000000000e+03,4.004860618948515594e+02,4.046777243868200458e+02,3.697304701794784165e+01,-4.860618948515593729e-01
1.186000000000000000e+03,4.003339996060998374e+02,4.042939505342707776e+02,3.483396317522257135e+01,-3.339996060998373650e-01
1.187000000000000000e+03,4.000248521387622418e+02,4.039499323176453913e+02,3.578906267190286172e+01,-2.485213876224179330e-02
1.188000000000000000e+03,4.001786220635494828e+02,4.039810537893728792e+02,3.724634156921623429e+01,-1.786220635494828457e-01
1.189000000000000000e+03,4.002229952393151962e+02,4.044285095990227887e+02,3.648878934341727387e+01,-2.229952393151961587e-01
1.190000000000000000e+03,4.001235659193480387e+02,4.038479761296341621e+02,3.630713082067861563e+01,-1.235659193480387330e-01
1.191000000000000000e+03,3.998065211740077984e+02,4.041316868536893594e+02,3.676215695736388511e+01,1.934788259922015641e-01
