时间(s),实际响应温度(℃),真实仿真温度(℃),阀门开度(%),误差(℃)
6.020000000000000000e+02,4.000983652379346154e+02,4.089794524697301767e+02,3.283386144353645619e+01,-9.836523793461537934e-02
6.030000000000000000e+02,3.998342637225595695e+02,4.089587386662224731e+02,3.133648560458531662e+01,1.657362774404305128e-01
6.040000000000000000e+02,3.997878801220657579e+02,4.088775497445622591e+02,3.269074977879792243e+01,2.121198779342421403e-01
6.050000000000000000e+02,3.998730494295011795e+02,4.083546591065584153e+02,3.290353630050491063e+01,1.269505704988205252e-01
6.060000000000000000e+02,3.997375870998536698e+02,4.085037573184912389e+02,3.252478811179014428e+01,2.624129001463302302e-01
6.070000000000000000e+02,3.997640437395734239e+02,4.089752164528876506e+02,3.316074112704851018e+01,2.359562604265761365e-01
6.080000000000000000e+02,3.996593513484392020e+02,4.091141349012635828e+02,3.301775580194621540e+01,3.406486515607980436e-01
6.090000000000000000e+02,4.000069393345502817e+02,4.086061039574934171e+02,3.347944901372611071e+01,-6.939334550281728298e-03
6.100000000000000000e+02,3.996065821872700212e+02,4.083983585163370549e+02,3.192798914347737238e+01,3.934178127299787775e-01
6.110000000000000000e+02,4.002439039411181056e+02,4.081964711736869162e+02,3.383082431942428769e+01,-2.439039411181056494e-01
6.120000000000000000e+02,4.001823014082267491e+02,4.090829378084229120e+02,3.096946808712559829e+01,-1.823014082267491176e-01
6.130000000000000000e+02,3.996596830438000438e+02,4.088697631561268508e+02,3.150433528440423103e+01,3.403169561999561665e-01
6.140000000000000000e+02,4.004930872661542480e+02,4.091663935904235245e+02,3.392869051464430186e+01,-4.930872661542480273e-01
6.150000000000000000e+02,3.993197723297989796e+02,4.088092583115058005e+02,3.013764876740733101e+01,6.802276702010203735e-01
6.160000000000000000e+02,4.003116644593445130e+02,4.088521787392812712e+02,3.555905516918134168e+01,-3.116644593445130340e-01
6.170000000000000000e+02,4.000824397322411414e+02,4.086740472805121840e+02,3.086220348150324710e+01,-8.243973224114142795e-02
6.180000000000000000e+02,3.997812764352227646e+02,4.081357463444977611e+02,3.210859676551190489e+01,2.187235647772354241e-01
6.190000000000000000e+02,4.002242064113099218e+02,4.082002104939479068e+02,3.347026742082183404e+01,-2.242064113099218048e-01
6.200000000000000000e+02,4.000397818287270866e+02,4.083977956913918774e+02,3.142464185162750923e+01,-3.978182872708657669e-02
6.210000000000000000e+02,3.998488098472644765e+02,4.079748117199940793e+02,3.237140069618889271e+01,1.511901527355234975e-01
6.220000000000000000e+02,3.996929397024458126e+02,4.081469471511035181e+02,3.320511533695728446e+01,3.070602975541874002e-01
6.230000000000000000e+02,3.999450898513547372e+02,4.082168958765587945e+02,3.379186556803058750e+01,5.491014864526277961e-02
6.240000000000000000e+02,3.998274427953712120e+02,4.079403146097099011e+02,3.255942465189911417e+01,1.725572046287879857e-01
6.250000000000000000e+02,3.997621633153013363e+02,4.083732117846571441e+02,3.311429863474994306e+01,2.378366846986637029e-01
6.260000000000000000e+02,4.000728040920581066e+02,4.075318810975099382e+02,3.337420216349901381e+01,-7.280409205810656204e-02
6.270000000000000000e+02,3.998005575989512295e+02,4.081890870653162438e+02,3.197894386923453425e+01,1.994424010487705345e-01
6.280000000000000000e+02,4.001494437627671346e+02,4.085422441247578149e+02,3.329739137854163289e+01,-1.494437627671345581e-01
6.290000000000000000e+02,3.996826595941190021e+02,4.083054868287418913e+02,3.173412631614821322e+01,3.173404058809978778e-01
6.300000000000000000e+02,3.993397976241043352e+02,4.081618612022647881e+02,3.391651848637677347e+01,6.602023758956647725e-01
6.310000000000000000e+02,3.999578306936842296e+02,4.080529333849082150e+02,3.528331084524401717e+01,4.216930631577042732e-02
6.320000000000000000e+02,3.995562429216500391e+02,4.082849783647678237e+02,3.234859651345865927e+01,4.437570783499609206e-01
6.330000000000000000e+02,3.994091851587940596e+02,4.082647213209897359e+02,3.425835939074852377e+01,5.908148412059404109e-01
6.340000000000000000e+02,3.999299613168397514e+02,4.083596680240163437e+02,3.481959275812134535e+01,7.003868316024863816e-02
6.350000000000000000e+02,3.998942473790767735e+02,4.074804821484179911e+02,3.244245015614545480e+01,1.057526209232264591e-01
6.360000000000000000e+02,3.994752098896174743e+02,4.079326208584188862e+02,3.280060289989819466e+01,5.247901103825256541e-01
6.370000000000000000e+02,3.988095689371221511e+02,4.077457641900945760e+02,3.475530013765308013e+01,1.190431062877848944e+00
6.380000000000000000e+02,4.000738047681625744e+02,4.076385062539870887e+02,3.755022305745612243e+01,-7.380476816257441897e-02
6.390000000000000000e+02,3.997378447929967820e+02,4.074044210810892537e+02,3.166688980283271349e+01,2.621552070032180382e-01
6.400000000000000000e+02,3.997206910635948134e+02,4.075276135894002323e+02,3.353327596466529315e+01,2.793089364051866141e-01
6.410000000000000000e+02,3.996787607340115756e+02,4.078444965406640108e+02,3.372436552375370411e+01,3.212392659884244495e-01
6.420000000000000000e+02,3.997409574166360926e+02,4.075526829532884676e+02,3.399219840881780641e+01,2.590425833639073971e-01
6.430000000000000000e+02,3.997311021423755051e+02,4.073795357016164189e+02,3.377300978353993344e+01,2.688978576244949181e-01
6.440000000000000000e+02,3.999876957321461077e+02,4.078252463273738044e+02,3.389679163471846834e+01,1.230426785389227007e-02
6.450000000000000000e+02,3.993430491513625498e+02,4.074206032256691969e+02,3.284159758745380486e+01,6.569508486374502354e-01
6.460000000000000000e+02,4.002888616376660025e+02,4.081890136180339255e+02,3.583221534458625968e+01,-2.888616376660024798e-01
6.470000000000000000e+02,3.994630889734625043e+02,4.069204234452234346e+02,3.152517619930418746e+01,5.369110265374956725e-01
6.480000000000000000e+02,3.995282109256165768e+02,4.078191130993199067e+02,3.548152992917484028e+01,4.717890743834232126e-01
6.490000000000000000e+02,3.999624996055787847e+02,4.071085917376492489e+02,3.503681064654166022e+01,3.750039442121533284e-02
6.500000000000000000e+02,3.992119888665953340e+02,4.073380422731473800e+02,3.308635497783880197e+01,7.880111334046659977e-01
6.510000000000000000e+02,3.999283239861345010e+02,4.074168981199890709e+02,3.654876443736504399e+01,7.167601386549904419e-02
6.520000000000000000e+02,3.991930873822209378e+02,4.078098217123325639e+02,3.319964966070516965e+01,8.069126177790622023e-01
6.530000000000000000e+02,3.998904334704042753e+02,4.072035501149910033e+02,3.662707642675290742e+01,1.095665295957246599e-01
6.540000000000000000e+02,3.999125211177200754e+02,4.076695584920736906e+02,3.339176894255775352e+01,8.747888227992461907e-02
6.550000000000000000e+02,3.999296886360367580e+02,4.071603455793774629e+02,3.353072657549162727e+01,7.031136396324200177e-02
6.560000000000000000e+02,3.998214474996302670e+02,4.074909119919549880e+02,3.363612957425615235e+01,1.785525003697330249e-01
6.570000000000000000e+02,3.999220154204015785e+02,4.077864445837867038e+02,3.424644176253114125e+01,7.798457959842153286e-02
6.580000000000000000e+02,4.003630701205590299e+02,4.073602271814101528e+02,3.385598753935638427e+01,-3.630701205590298741e-01
6.590000000000000000e+02,4.001290448251148746e+02,4.069390721342512052e+02,3.202303268837009398e+01,-1.290448251148745840e-01
6.600000000000000000e+02,3.996029125344945214e+02,4.070914709213363949e+02,3.332192993953072602e+01,3.970874655054785762e-01
6.610000000000000000e+02,3.991729866496636987e+02,4.064403840335926361e+02,3.568192708211358877e+01,8.270133503363013006e-01
6.620000000000000000e+02,3.998633986632827941e+02,4.068953203373503698e+02,3.734390400896098328e+01,1.366013367172058679e-01
6.630000000000000000e+02,4.006201915802199665e+02,4.073118802630464756e+02,3.399628769237056503e+01,-6.201915802199664540e-01
6.640000000000000000e+02,3.994675410693148478e+02,4.066777429586375661e+02,3.082975318771876871e+01,5.324589306851521542e-01
6.650000000000000000e+02,3.990214682286363086e+02,4.068235090381360806e+02,3.631836527564043138e+01,9.785317713636914050e-01
6.660000000000000000e+02,3.996520041278361077e+02,4.068337945542782563e+02,3.800528740290296525e+01,3.479958721638922725e-01
6.670000000000000000e+02,3.996152809594707378e+02,4.070259192909493891e+02,3.488526976995358808e+01,3.847190405292622017e-01
6.680000000000000000e+02,3.997858149969388251e+02,4.066759999975584492e+02,3.513308557056145531e+01,2.141850030611749389e-01
6.690000000000000000e+02,3.993143766167554531e+02,4.066615970808803127e+02,3.444903886882235611e+01,6.856233832445468579e-01
6.700000000000000000e+02,3.991566795846911759e+02,4.070206485024978065e+02,3.664549580182654864e+01,8.433204153088240673e-01
6.710000000000000000e+02,3.995072577968722385e+02,4.069048113026490796e+02,3.721482118968967256e+01,4.927422031277615133e-01
6.720000000000000000e+02,4.000215165743443322e+02,4.066515862953905867e+02,3.555875147858429841e+01,-2.151657434433218441e-02
6.730000000000000000e+02,3.994118047801964053e+02,4.067565185856604444e+02,3.343395912377521029e+01,5.881952198035946822e-01
6.740000000000000000e+02,3.999835608893992571e+02,4.067889922342087061e+02,3.644390925773223699e+01,1.643911060074287889e-02
6.750000000000000000e+02,3.997645999097239269e+02,4.067617637157512149e+02,3.390315895190407502e+01,2.354000902760731151e-01
6.760000000000000000e+02,3.999034261814390447e+02,4.066895120517770010e+02,3.512571346283132812e+01,9.657381856095526018e-02
6.770000000000000000e+02,3.994257462961874126e+02,4.068107551081458269e+02,3.460345204294180377e+01,5.742537038125874460e-01
6.780000000000000000e+02,3.998277396854401218e+02,4.065314830469410481e+02,3.682160688309232910e+01,1.722603145598782248e-01
6.790000000000000000e+02,3.999679189860017914e+02,4.069872717906787329e+02,3.493852317294506094e+01,3.208101399820861843e-02
6.800000000000000000e+02,3.999455975463496884e+02,4.066313082456021561e+02,3.445526054496342283e+01,5.440245365031159963e-02
6.810000000000000000e+02,3.993872860321052372e+02,4.067561703421079073e+02,3.471729258344102931e+01,6.127139678947628454e-01
6.820000000000000000e+02,3.999600109291108083e+02,4.068276458357234446e+02,3.725753002861072360e+01,3.998907088919168018e-02
6.830000000000000000e+02,3.995806933271401249e+02,4.067774578092553952e+02,3.456876960293329404e+01,4.193066728598751070e-01
6.840000000000000000e+02,3.995642360226578944e+02,4.065847951426037525e+02,3.639139730993969835e+01,4.357639773421055907e-01
6.850000000000000000e+02,3.999772248692101471e+02,4.066095835462458581e+02,3.640079707178041701e+01,2.277513078985293760e-02
6.860000000000000000e+02,3.990682501006296548e+02,4.070662483092255002e+02,3.456758160576616490e+01,9.317498993703452470e-01
6.870000000000000000e+02,3.996412331366792614e+02,4.061446761650350368e+02,3.872608273879692575e+01,3.587668633207385938e-01
6.880000000000000000e+02,3.995902541210281242e+02,4.064692890272996237e+02,3.592877640543132856e+01,4.097458789718757544e-01
6.890000000000000000e+02,4.004952696696977910e+02,4.065485749794227672e+02,3.625921494810053503e+01,-4.952696696977909596e-01
6.900000000000000000e+02,4.000268887223397769e+02,4.062611983435407979e+02,3.238081657843527950e+01,-2.688872233977690485e-02
6.910000000000000000e+02,3.996187850122435066e+02,4.063250770473618445e+02,3.492370397102428115e+01,3.812149877564934286e-01
6.920000000000000000e+02,3.999918000361566897e+02,4.058334434544892133e+02,3.680601671798263652e+01,8.199963843310342781e-03
6.930000000000000000e+02,3.997457664811618656e+02,4.060976730426913264e+02,3.505439478235040696e+01,2.542335188381343869e-01
6.940000000000000000e+02,3.997350513900468627e+02,4.064461276226628570e+02,3.623593050141570160e+01,2.649486099531372929e-01
6.950000000000000000e+02,4.005429557552557185e+02,4.060422168279885113e+02,3.624094018365881453e+01,-5.429557552557184863e-01
6.960000000000000000e+02,3.996709581762315793e+02,4.061973585402519120e+02,3.269565516392066939e+01,3.290418237684207270e-01
6.970000000000000000e+02,3.992040927543773705e+02,4.059279521222258040e+02,3.688186791980909618e+01,7.959072456226294889e-01
6.980000000000000000e+02,3.994866454697507834e+02,4.057315303607969668e+02,3.874270986886661916e+01,5.133545302492166229e-01
6.990000000000000000e+02,3.995041612337112156e+02,4.061425978335415721e+02,3.717897953103775421e+01,4.958387662887844272e-01
7.000000000000000000e+02,3.992004296992656691e+02,4.066669828767295485e+02,3.704215179433133898e+01,7.995703007343308855e-01
7.010000000000000000e+02,3.998514477345143519e+02,4.064377959640844438e+02,3.835572060582101983e+01,1.485522654856481495e-01
7.020000000000000000e+02,3.994017360973969630e+02,4.059593294785818216e+02,3.538624221624905175e+01,5.982639026030369678e-01
7.030000000000000000e+02,3.999124777635332748e+02,4.059959088376801901e+02,3.760431510676044553e+01,8.752223646672518953e-02
7.040000000000000000e+02,3.996967399972141948e+02,4.056297615238269714e+02,3.534818804603883535e+01,3.032600027858052272e-01
7.050000000000000000e+02,4.000475956452020228e+02,4.060356247635679097e+02,3.654083756807818162e+01,-4.759564520202275162e-02
7.060000000000000000e+02,3.996367649975302925e+02,4.057886476401425284e+02,3.508780270695443448e+01,3.632350024697075241e-01
7.070000000000000000e+02,3.993368102467970857e+02,4.059305195420338919e+02,3.711505244064461806e+01,6.631897532029142894e-01
7.080000000000000000e+02,3.998560448632816247e+02,4.058550609783372352e+02,3.838844126182870298e+01,1.439551367183753428e-01
7.090000000000000000e+02,3.995003157364646427e+02,4.057930401673963274e+02,3.597275415221837136e+01,4.996842635353573314e-01
7.100000000000000000e+02,4.003990387824724166e+02,4.053585426351849037e+02,3.769700749513116733e+01,-3.990387824724166421e-01
7.110000000000000000e+02,3.994961881759972471e+02,4.055456507173299201e+02,3.373542222488157449e+01,5.038118240027529282e-01
7.120000000000000000e+02,3.998719209551874201e+02,4.056378384424917272e+02,3.809618861813278556e+01,1.280790448125799230e-01
7.130000000000000000e+02,3.996705394623318739e+02,4.053089868686138288e+02,3.630303374063387167e+01,3.294605376681261077e-01
7.140000000000000000e+02,4.000144974016486117e+02,4.053496291407813032e+02,3.727595930806602809e+01,-1.449740164861168523e-02
7.150000000000000000e+02,3.998101366426684535e+02,4.055398755790649830e+02,3.575174115607015324e+01,1.898633573315464673e-01
7.160000000000000000e+02,3.997313036648644129e+02,4.055750343391323440e+02,3.680577856665006209e+01,2.686963351355871055e-01
7.170000000000000000e+02,3.995706531068656773e+02,4.056106090919030862e+02,3.716472064569229872e+01,4.293468931343227268e-01
7.180000000000000000e+02,4.001153215805582022e+02,4.054075994138999590e+02,3.784650554795938859e+01,-1.153215805582021858e-01
7.190000000000000000e+02,4.000302738498173198e+02,4.049135530945793562e+02,3.539364495419988543e+01,-3.027384981731984226e-02
7.200000000000000000e+02,3.996438110527797676e+02,4.049792759637695667e+02,3.599099115748020239e+01,3.561889472202324214e-01
7.210000000000000000e+02,3.997498396650681229e+02,4.055256913079015249e+02,3.778843830128915471e+01,2.501603349318770597e-01
7.220000000000000000e+02,3.995360519624549056e+02,4.054924036474696436e+02,3.721775877216763462e+01,4.639480375450943939e-01
7.230000000000000000e+02,3.996274374801077442e+02,4.061301753033839645e+02,3.814105891585317210e+01,3.725625198922557502e-01
7.240000000000000000e+02,3.997640540592553293e+02,4.050967834133434735e+02,3.764500297951489927e+01,2.359459407446706791e-01
7.250000000000000000e+02,4.002248706030392214e+02,4.051701431875276853e+02,3.704593270171316277e+01,-2.248706030392213506e-01
7.260000000000000000e+02,3.998271214732571366e+02,4.052586665937232056e+02,3.511690589013617370e+01,1.728785267428634143e-01
7.270000000000000000e+02,3.996004256205372940e+02,4.056698334640611279e+02,3.713933732139747690e+01,3.995743794627060197e-01
7.280000000000000000e+02,3.994838892299720783e+02,4.058511031296205829e+02,3.812814393071614916e+01,5.161107700279217170e-01
7.290000000000000000e+02,4.000341303472148979e+02,4.051732450257150617e+02,3.853538015692469543e+01,-3.413034721489793810e-02
7.300000000000000000e+02,3.999173446372382728e+02,4.053010813443004849e+02,3.602779728751604438e+01,8.265536276172724683e-02
